0	0	0
0	1	0.00654873
0	2	0.0101391
0	3	0.0113272
0	4	0.0105934
0	5	0.00835112
0	6	0.00495412
0	7	0.000703092
0	8	-0.00414908
0	9	-0.00939273
0	10	-0.0148577
0	11	-0.02041
0	12	-0.0261301
0	13	-0.0322218
0	14	-0.0385475
0	15	-0.044974
0	16	-0.051371
0	17	-0.0576086
0	18	-0.0635524
0	19	-0.0690546
0	20	-0.0739314
0	21	-0.0779009
0	22	-0.0803502
0	23	-0.0791562
0	24	-0.0735084
0	25	-0.0646041
0	26	-0.0533786
0	27	-0.0406732
0	28	-0.027387
0	29	-0.0146385
0	30	-0.00396684
0	31	0.00239075
0	32	0
0	33	0
1	0	0
1	1	-0.00896906
1	2	-0.0152591
1	3	-0.019604
1	4	-0.0225838
1	5	-0.0246523
1	6	-0.0261601
1	7	-0.027374
1	8	-0.0284921
1	9	-0.0296569
1	10	-0.0309652
1	11	-0.0324759
1	12	-0.0340869
1	13	-0.0356008
1	14	-0.0370846
1	15	-0.0385857
1	16	-0.0401303
1	17	-0.0417202
1	18	-0.0433273
1	19	-0.0448827
1	20	-0.046257
1	21	-0.0472304
1	22	-0.0475153
1	23	-0.047831
1	24	-0.0469621
1	25	-0.0445713
1	26	-0.0408958
1	27	-0.0364533
1	28	-0.031832
1	29	-0.0274731
1	30	-0.0233475
1	31	-0.0183965
1	32	0
1	33	0
2	0	0
2	1	0.00252529
2	2	0.00257847
2	3	0.00100761
2	4	-0.0015574
2	5	-0.00465525
2	6	-0.00795378
2	7	-0.0112186
2	8	-0.0142883
2	9	-0.0170557
2	10	-0.0194528
2	11	-0.0214401
2	12	-0.0231836
2	13	-0.024971
2	14	-0.0267337
2	15	-0.0284172
2	16	-0.0299794
2	17	-0.0313899
2	18	-0.0326319
2	19	-0.0337071
2	20	-0.0346532
2	21	-0.0355836
2	22	-0.0367072
2	23	-0.0364939
2	24	-0.0354246
2	25	-0.0338003
2	26	-0.031522
2	27	-0.0283235
2	28	-0.0238403
2	29	-0.0176562
2	30	-0.00947182
2	31	0.000384713
2	32	0
2	33	0
3	0	0
3	1	-0.00518299
3	2	-0.00803263
3	3	-0.00944922
3	4	-0.0100599
3	5	-0.0102908
3	6	-0.0104224
3	7	-0.0106322
3	8	-0.0110265
3	9	-0.0116644
3	10	-0.0125756
3	11	-0.0137728
3	12	-0.0151182
3	13	-0.0163748
3	14	-0.017593
3	15	-0.0188085
3	16	-0.020045
3	17	-0.0213152
3	18	-0.0226198
3	19	-0.0239391
3	20	-0.0252049
3	21	-0.0262097
3	22	-0.0263715
3	23	-0.0268867
3	24	-0.0265286
3	25	-0.0251241
3	26	-0.022812
3	27	-0.0198523
3	28	-0.0166523
3	29	-0.0138595
3	30	-0.0123836
3	31	-0.0131039
3	32	0
3	33	0
4	0	0
4	1	0.00216302
4	2	0.00212492
4	3	0.000836603
4	4	-0.00107249
4	5	-0.00319961
4	6	-0.00529832
4	7	-0.00722662
4	8	-0.00890914
4	9	-0.0103099
4	10	-0.011413
4	11	-0.0122093
4	12	-0.0128493
4	13	-0.0135985
4	14	-0.0144034
4	15	-0.015222
4	16	-0.0160197
4	17	-0.0167648
4	18	-0.0174252
4	19	-0.0179682
4	20	-0.0183801
4	21	-0.0187677
4	22	-0.019782
4	23	-0.0196436
4	24	-0.0190746
4	25	-0.0182104
4	26	-0.0170092
4	27	-0.0154112
4	28	-0.013254
4	29	-0.0100779
4	30	-0.00490431
4	31	0.00381184
4	32	0
4	33	0
5	0	0
5	1	-0.00362623
5	2	-0.00515554
5	3	-0.00556568
5	4	-0.00547029
5	5	-0.00523603
5	6	-0.00506683
5	7	-0.00506388
5	8	-0.00526779
5	9	-0.0056879
5	10	-0.00632247
5	11	-0.00717227
5	12	-0.00811742
5	13	-0.00893367
5	14	-0.00966654
5	15	-0.0103485
5	16	-0.0110035
5	17	-0.0116526
5	18	-0.012319
5	19	-0.0130318
5	20	-0.0138118
5	21	-0.0145449
5	22	-0.014226
5	23	-0.0145476
5	24	-0.0143825
5	25	-0.013668
5	26	-0.0124728
5	27	-0.010858
5	28	-0.00898279
5	29	-0.00735757
5	30	-0.00724028
5	31	-0.011086
5	32	0
5	33	0
6	0	0
6	1	0.00197161
6	2	0.00194706
6	3	0.000931187
6	4	-0.000473269
6	5	-0.00192665
6	6	-0.0032554
6	7	-0.0043853
6	8	-0.00529613
6	9	-0.00599126
6	10	-0.00647739
6	11	-0.00675109
6	12	-0.00692741
6	13	-0.00723634
6	14	-0.00763017
6	15	-0.00807408
6	16	-0.00854051
6	17	-0.00900214
6	18	-0.00942222
6	19	-0.00974134
6	20	-0.00987209
6	21	-0.00981387
6	22	-0.0107781
6	23	-0.0106707
6	24	-0.0103521
6	25	-0.00985737
6	26	-0.00915747
6	27	-0.00828044
6	28	-0.00719984
6	29	-0.00554832
6	30	-0.00206319
6	31	0.00631681
6	32	0
6	33	0
7	0	0
7	1	-0.00272735
7	2	-0.00354311
7	3	-0.00346638
7	4	-0.00308023
7	5	-0.00269207
7	6	-0.00244232
7	7	-0.00237678
7	8	-0.00249417
7	9	-0.00277682
7	10	-0.0032106
7	11	-0.00379802
7	12	-0.0044502
7	13	-0.00496695
7	14	-0.00539152
7	15	-0.00575228
7	16	-0.00606819
7	17	-0.00635603
7	18	-0.00664199
7	19	-0.00698233
7	20	-0.00748971
7	21	-0.00824251
7	22	-0.00765658
7	23	-0.0078647
7	24	-0.00777881
7	25	-0.00740592
7	26	-0.00679693
7	27	-0.00594018
7	28	-0.00486574
7	29	-0.0039421
7	30	-0.00456294
7	31	-0.0105286
7	32	0
7	33	0
8	0	0
8	1	0.00179128
8	2	0.00175231
8	3	0.000916167
8	4	-0.000150521
